OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,SHAPE_Length,SHAPE_Area
2698,234007,Wildfire Daily Fire Perimeter,Digitized-Image,1,2021/05/04 22:56:12+00,2021/05/04 22:56:12+00,2021/04/01 01:52:56+00,1.221083401,{2D3E51CA-B1D0-4B88-8915-F3D899BAF194},2021 NIFS,,DEFAULT,1.22,2021/03/31 21:35:00+00,2021/03/31 21:40:00+00,1.2,1,MNMNCC,,,,,,,,,Human,Incendiary,,,,2021/03/31 20:52:56+00,,2021/03/31 21:54:00+00,,,,,,,EACC,,,,,,6th Avenue,,WF,FI,,,,2021/03/31 21:03:48+00,{E586A52B-8384-441E-B9BC-88AEE9C07C38},,0,,,,,,234007,,,,St. Louis,MNMNCC,27137,,,,City,Other,,,,,,,EA03,DNR,MNMNS,US-MN,Grass,,,,,2021-MNMNS-234007,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/04/01 22:42:32+00,2021/03/31 21:02:21+00,{A4319549-4604-463A-AB05-61AE6A537517},0.002927821,-5.90E-07
2699,Kaubisch,Wildfire Daily Fire Perimeter,Mixed Methods,1.43,2021/05/04 22:56:17+00,2021/05/04 22:56:17+00,2021/04/01 16:44:59+00,1.430976192,{BF0FB659-C5D7-4BE9-97A5-DD3BDE589708},2021 NIFS,,CERTIFIED,,2021/03/24 22:11:00+00,2021/03/24 23:12:00+00,1.43,0.1,SDGPC,,,,2021/07/02 17:40:12+00,,,,,Human,Debris/Open Burning,,NV6R,,2021/03/24 20:08:00+00,,2021/04/01 17:25:00+00,,,,,PN,1522,RMCC,,,,,,Kaubisch,,WF,FI,44.02024,-103.6455,2,,{6E1BC25B-9DC7-465E-8D35-281BAC7B01F6},1,0,1,0,0,0,,210160,,,,Pennington,SDGPC,46103,DWF,SDSDS,,Private,Private,,,,,,,RM51,DWF,SDSDS,US-SD,Grass,GR2,,,,2021-SDSDS-210160,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/02 17:40:14+00,2021/03/24 21:44:31+00,{66E1978D-DE26-431C-BA47-62448EB2CCA2},0.005716615,-6.50E-07
2701,Edge,Wildfire Daily Fire Perimeter,Auto-generated,0.3,2021/05/17 15:37:08+00,2021/05/17 15:37:08+00,2021/04/01 23:54:00+00,0.179663217,{80924AC1-814D-4CFA-9031-02784A0697A9},FFP,,CERTIFIED,,2021/04/01 19:20:00+00,2021/04/01 19:30:00+00,0.3,,SDGPC,,,,2021/05/17 15:37:06+00,,,,,Human,Other Human Cause,Motor Vehicle,NW2M,,2021/04/01 18:54:00+00,,2021/04/01 21:00:00+00,,,,,,,RMCC,,,,,,Edge,,WF,FI,,,,2021/04/01 18:55:00+00,{B9AD84DE-32AF-41A4-BD33-AFBD2DB8F50C},1,0,,,,1,,22,,,,Oglala Lakota,SDGPC,46102,BIA,SDPRA,,BIA,Federal,,,,,,,RM55,BIA,SDPRA,US-SD,Grass,GR3,,,,2021-SDPRA-000022,No Decision,INFORM_Mobile,INFORM_Inspector,0,,,,IRWIN,,2021/05/17 15:37:06+00,2021/04/01 19:43:35+00,{1DF18A8A-A67F-4684-A0B6-789B806C3D94},0.001346724,-8.05E-08
2702,142008,Wildfire Daily Fire Perimeter,Hand Sketch,1,2021/05/04 22:56:09+00,2021/05/04 22:56:09+00,2021/03/30 10:46:23+00,0.609295225,{E4C7FC45-0CF0-4A66-B144-0814FF91CD93},2021 NIFS,,DEFAULT,,2021/03/30 06:56:58+00,2021/03/30 07:06:58+00,1,1,MNMNCC,,,,,,,,,Human,Other Human Cause,Structure,,,2021/03/30 05:46:23+00,,2021/04/28 21:37:48+00,,,,,,,EACC,,,,,,142008,,WF,FI,,,,2021/03/30 06:29:57+00,{A009CCA5-C7E6-4C5C-8344-35F1D606DB61},1,0,,,,,,142008,,,,Crow Wing,MNMNCC,27035,DNR,MNMNS,,Private,Private,,,,,,,EA01,DNR,MNMNS,US-MN,Grass-Shrub,GS3,,,,2021-MNMNS-142008,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/04/28 21:38:24+00,2021/03/30 10:33:35+00,{8DBBCC3A-621F-41AD-9B22-557497C4C6DE},0.003080734,-2.88E-07
2703,Substation Permit,Wildfire Daily Fire Perimeter,Hand Sketch,188,2021/05/04 22:56:18+00,2021/05/04 22:56:18+00,2021/04/01 07:06:41+00,189.7312191,{2C164AE6-22A7-4D40-A041-AAF4C6DCF9E9},2021 NIFS,,DEFAULT,,,2021/04/01 04:02:00+00,188,188,MNMNCC,,,,,,,,,Human,Other Human Cause,Agricultural,,,2021/04/01 02:06:41+00,,2021/04/01 14:30:20+00,,,,,,,EACC,,,,,,Substation Permit,,WF,FI,,,,2021/04/01 02:35:00+00,{3FDF873C-4C99-4C34-8D6E-748922127298},1,0,,,,0,,121060,,,,Roseau,MNMNCC,27135,,,,Private,Private,,,,,,,EA01,DNR,MNMNS,US-MN,Grass-Shrub,,,,,2021-MNMNS-121060,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/04/13 15:00:47+00,2021/04/01 20:07:44+00,{0C956B79-375C-4A1F-BEED-1161C719A802},0.044817025,-9.41E-05
2704,Bacon,Wildfire Daily Fire Perimeter,GPS-Walked,14.12,2021/05/04 22:56:18+00,2021/05/04 22:56:18+00,2021/04/01 21:00:00+00,14.1197201,{7740AACD-4828-423E-A6DC-3DB8A8A11615},2021 NIFS,,DEFAULT,,,,70,1,ARAOC,,,,,,,,,Unknown,,,,,2021/03/04 14:27:35+00,,,,,,,,,SACC,,,,,,DOCTORS HOUSE,,RX,FI,34.75134,-95.09232,70,,{BCF9D4CB-0BDC-4E5F-8ED4-37A209CF56CB},,0,0,0,0,0,,353,,,,Latimer,ARAOC,40077,BIA,MSCHA,,,,,,,,,,SA17A,BIA,OKTLA,US-OK,,,,,,2021-OKTLA-000353,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/03/06 20:35:23+00,2021/03/04 15:44:16+00,{545A61F8-300F-4CB1-B773-CD17EEFF5488},0.019775891,-5.63E-06
2708,Dry Creek CA,Wildfire Daily Fire Perimeter,Hand Sketch,1,2021/08/02 19:42:00+00,2021/08/02 19:42:00+00,2021/03/29 23:26:00+00,9910.99688,{59464BFF-5878-4AE4-93E2-8F2EEB33CC7D},FFP,,CERTIFIED,,,2021/04/02 16:15:00+00,9911,1,SDGPC,91400,,,2021/08/02 19:41:58+00,Minimal,Spotting,,,Unknown,Utilities,"Other, Known",NWP3,,2021/03/29 18:26:00+00,Type 4 Incident,2021/04/09 21:59:59+00,0,100,0,0,PN,1522,RMCC,2021/04/02 03:00:00+00,2021/03/31 17:00:00+00,2021/04/02 03:00:00+00,F,Type 4 IC,Dry Creek CA,"8 miles NW of Okaton, SD",WF,FI,43.9474,-100.9211,,,{B852427C-8826-47EC-A13C-C21D1FA5C5F1},,0,1,0,0,0,0,210170,100,100,Okaton,Jones,SDGPC,46075,,,,Private,Private,,,,,,,RM56,DWF,SDSDS,US-SD,,,Short Grass (1 foot),,79,2021-SDSDS-210170,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/02 19:41:58+00,2021/03/29 23:51:06+00,{0C826FC3-9836-4E81-937F-356C0171E2C9},0.493632657,-0.004496189
2710,Rim,Wildfire Daily Fire Perimeter,Auto-generated,2,2021/05/17 15:41:55+00,2021/05/17 15:41:55+00,2021/04/02 03:57:00+00,1.213094217,{9A2D7C98-89E0-4411-80DD-F9C39D26E292},FFP,,CERTIFIED,,,,2,,SDGPC,,,,2021/05/17 15:41:53+00,,,,,Human,Other Human Cause,,NW23,,2021/04/01 22:57:00+00,,2021/04/03 00:30:00+00,,,,,,,RMCC,,,,,,Rim,,WF,FI,,,,2021/04/01 22:59:00+00,{0F7788D6-8657-412C-8C56-304F63603068},1,0,1,,,0,,24,,,,Oglala Lakota,SDGPC,46102,BIA,SDPRA,,BIA,Federal,,,,,,,RM55,BIA,SDPRA,US-SD,Grass,GR4,,,,2021-SDPRA-000024,No Decision,INFORM_Mobile,INFORM_Inspector,0,,,,IRWIN,,2021/05/17 15:41:54+00,2021/04/01 23:30:36+00,{71E1D778-8899-4B0C-B14A-43FAB5F63364},0.003912642,-5.45E-07
2712,Pivot CA,Wildfire Daily Fire Perimeter,Hand Sketch,1,2021/05/04 22:51:23+00,2021/05/04 22:51:23+00,2021/01/15 01:10:00+00,657.3431651,{9257F105-6DC8-488E-A32A-519B2355F159},2021 NIFS,,DEFAULT,,,,734,1,SDGPC,20000,,,,Active,,,,Human,Other Human Cause,Cutting/Welding,NS5Y,,2021/01/14 18:10:00+00,Type 3 Incident,2021/02/13 16:02:59+00,0,100,0,0,PN,1522,RMCC,2021/01/16 21:30:00+00,2021/01/14 17:45:00+00,2021/01/16 21:30:00+00,F,Type 3 Team,Pivot CA,North of Pierre and West of HWY 1804 on 199th St.,WF,FI,44.50723,-100.4836,,,{66CFD964-F8FA-4AB0-B516-DD944D6E984F},,0,1,0,0,0,0,210036,100,100,Pierre,Hughes,SDGPC,46065,,,,Private,Private,,,,,,,RM53,DWF,SDSDS,US-SD,,,Tall Grass (2.5 feet),Brush (2 feet),,2021-SDSDS-210036,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/05/13 17:11:53+00,2021/01/14 18:44:44+00,{08901A65-80A3-4CD6-9A07-85CF7BD21DB8},0.105368231,-0.000300917
2714,Deep Creek,Wildfire Daily Fire Perimeter,Mixed Methods,32.99464582,2021/08/10 15:29:46+00,2021/08/10 15:29:46+00,2021/03/28 00:00:00+00,32.99861187,{69C0CD4A-F52A-423F-8C7E-FC671C7BDD41},FFP,,CERTIFIED,,2021/03/28 00:00:00+00,2021/03/31 03:00:00+00,33,1,UTNUC,,,,2021/08/10 15:29:20+00,,,,,Human,Equipment,,NV92,,2021/03/27 20:00:00+00,,2021/05/06 14:29:59+00,,,,,PD,1522,GBCC,,,,,,Deep Creek,,WF,FI,41.81535,-112.9957,30,2021/03/27 20:13:59+00,{9045207B-749F-4EEB-B067-90B5824FEE6F},,0,1,0,0,0,,52,,,,Box Elder,UTNUC,49003,BLM,UTSLD,,BLM,Federal,,,,,,,GB25,BLM,UTSLD,US-UT,Grass,GR2,,,,2021-UTSLD-000052,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/10 15:29:20+00,2021/03/28 00:07:19+00,{0EB7CE3F-80E7-46EB-ACE4-D467AE59BFC5},0.018760521,-1.45E-05
2717,Bannock County Assist #1,Wildfire Daily Fire Perimeter,Mixed Methods,2.86950222,2021/06/24 20:56:15+00,2021/06/24 20:56:15+00,2021/03/31 23:29:59+00,2.87029352,{E5BDB78D-D8B7-4415-A075-78883F62587F},2021 NIFS,,CERTIFIED,,2021/03/31 23:29:59+00,2021/04/01 01:30:00+00,3,15,IDEIC,,,,2021/08/12 16:07:42+00,,,,,Human,Other Human Cause,,NW22,,2021/03/31 21:57:00+00,,2021/04/02 00:00:00+00,,,,,PN,1522,GBCC,,,,,,Bannock County Assist 1,,WF,FI,42.82134,-112.2193,15,,{971A217B-2350-4217-B89F-A81FE8AF420C},,0,1,0,0,0,,6,,,,Bannock,IDEIC,16005,,,,Private,Private,,,,,,,GB08,C&L,ID1BN,US-ID,Grass,,,,,2021-ID1BN-000006,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/12 16:07:43+00,2021/04/01 23:25:20+00,{1F4CCE60-83FF-4E73-BD8D-9FAD58653818},0.010036551,-1.28E-06
2718,Garden Fire ,Wildfire Daily Fire Perimeter,Hand Sketch,0.25,2021/05/04 22:56:06+00,2021/05/04 22:56:06+00,2021/03/29 23:18:38+00,0.177269673,{AA7F773E-7A9B-4E85-A97A-5DE57FAE9AED},2021 NIFS,,DEFAULT,,2021/03/29 18:40:00+00,2021/03/29 18:40:00+00,0.25,0.25,MNMNCC,,,,,,,,,Human,Debris/Open Burning,Campfire,,,2021/03/29 18:18:38+00,,2021/04/08 14:29:59+00,,,,,,,EACC,,,,,,Garden Fire ,,WF,FI,,,,2021/03/29 18:23:00+00,{10179FD7-7AFF-40FC-80DF-C1326BCC2481},,0,,,,,,344025,,,,Anoka,MNMNCC,27003,,,,Private,Private,,,,,,,EA03,DNR,MNMNS,US-MN,Timber,TL3,,,,2021-MNMNS-344025,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/04/08 14:34:18+00,2021/03/29 19:15:35+00,{CC82EE8A-A021-4D0E-A5A9-43B05AD6C14A},0.00159091,-8.23E-08
2719,Pasture Fire,Wildfire Daily Fire Perimeter,Auto-generated,2.5,2021/05/04 22:56:20+00,2021/05/04 22:56:20+00,2021/03/31 02:18:00+00,7.798744955,{5B4540B2-9871-4233-99F4-EA5125938567},2021 NIFS,,CERTIFIED,7.8,2021/03/30 21:59:59+00,2021/03/30 22:53:00+00,8,,NHNEC,,,,2021/04/08 16:55:10+00,,,,,Human,Equipment,Motor Vehicle,,S4230,2021/03/30 21:17:59+00,,2021/03/30 22:53:00+00,,,,,,,EACC,,,,,,Pasture Fire,,WF,FI,,,,2021/03/30 21:24:00+00,{C2702479-7E85-4DEB-B297-59F730900AB4},1,0,0,,,,,21001985,,,,Waldo,NHNEC,23027,SFS,MEMES,,Private,Private,,,,,,,EA22,SFS,MEMES,US-ME,Grass,GR3,,,,2021-MEMES-21001985,No Decision,INFORM_Mobile,INFORM_Inspector,0,,,,IRWIN,,2021/04/08 16:55:10+00,2021/04/02 14:56:45+00,{786C0AD2-086E-4E20-A385-3739D5978AA8},0.009074788,-3.57E-06
2720,Divide CA,Wildfire Daily Fire Perimeter,Image Interpretation,9181.82,2021/05/04 22:56:09+00,2021/05/04 22:56:09+00,2021/03/30 01:39:00+00,9181.786407,{517CB0F4-91E0-47A4-9FD4-7CB97B1ADE3E},2021 NIFS,,CERTIFIED,9181.82,2021/04/01 23:19:00+00,,11000,1,SDGPC,145000,,,,Minimal,Smoldering,,,Unknown,Cause and Origin Not Identified,,,,2021/03/29 20:39:00+00,Type 4 Incident,2021/04/11 21:59:59+00,0,100,0,0,,,RMCC,2021/04/04 21:14:59+00,2021/04/04 14:00:00+00,2021/04/04 21:14:59+00,F,Type 4 IC,Divide CA,"4 miles NE of Prairie City, SD.",WF,FI,45.58358,-102.7549,,,{9A8D731C-DC94-420E-A000-F0CABD4D754C},,0,0,0,0,0,0,210174,100,100,Prairie City,Perkins,SDGPC,46105,,,,Private,Private,,,,,,,RM52,DWF,SDSDS,US-SD,Grass,GR1,Short Grass (1 foot),,21,2021-SDSDS-210174,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/03 20:17:06+00,2021/03/30 20:42:07+00,{7CFBFCD6-35DA-476A-AC45-59C29BED794C},1.471714313,-0.004279116
2721,312019,Wildfire Daily Fire Perimeter,Hand Sketch,,2021/05/04 22:56:20+00,2021/05/05 20:21:31+00,2021/04/02 15:30:11+00,2.036139759,{1846E534-2616-4110-8A14-CD10D8A52DC9},2021 NIFS,,DEFAULT,2.04,2021/04/01 20:12:00+00,2021/04/01 20:13:00+00,2.5,2.5,MNMNCC,,,,,,,,,Unknown,Investigated but Undetermined,Motor Vehicles,,71103,2021/04/01 18:10:01+00,,2021/04/02 15:30:19+00,,,,,,,EACC,,,,,,312019,,WF,FI,,,,2021/04/01 18:26:00+00,{F9CA765B-F669-43EF-9FB9-A404A635DFAC},,0,,,,,,312019,,,,Sherburne,MNMNCC,27141,,,,Private,Private,,,,,,,EA02,DNR,MNMNS,US-MN,Grass,,,,,2021-MNMNS-312019,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/04/02 15:34:46+00,2021/04/02 15:28:38+00,{CB745E93-A789-4DC0-ACD7-E6B1598FDCDD},0.004412042,-9.49E-07
2722,Hawk Fire,Wildfire Daily Fire Perimeter,Image Interpretation,1,2021/05/04 22:56:20+00,2021/05/04 22:56:20+00,2021/04/02 04:20:41+00,0.82194174,{CAAFEE6B-CDAA-459E-9EB2-240A4B4AB57C},2021 NIFS,,DEFAULT,,2021/04/01 23:45:00+00,2021/04/01 23:45:00+00,1,1,MNMNCC,,,,,,,,,Human,Debris/Open Burning,Campfire,,31107,2021/04/01 23:20:42+00,,2021/04/02 15:00:00+00,,,,,,,EACC,,,,,,Tansy Hill Fire,,WF,FI,,,,2021/04/01 23:39:00+00,{F3C1D560-EE7D-4B3F-AD2E-2E88C1064F26},,0,0,,,,,221005,,,,Itasca,MNMNCC,27061,,,,Private,Private,,,,,,,EA01,DNR,MNMNS,US-MN,Grass,,,,,2021-MNMNS-221005,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/04/06 15:27:28+00,2021/04/02 15:38:58+00,{3F91ACAA-C50F-44C4-9D16-127CB2644B69},0.002367265,-3.95E-07
2723,Candy Creek,Wildfire Daily Fire Perimeter,Image Interpretation,9879.21,2021/05/04 22:56:20+00,2021/05/04 22:56:20+00,2021/04/15 15:59:59+00,18252.55612,{D8D8A46A-9D21-45A3-96B8-ED888BE4D950},2021 NIFS,,DEFAULT,18252.64,2021/04/09 21:00:00+00,2021/04/16 17:00:00+00,9228,1,ARAOC,30000,,,,Minimal,Smoldering,Torching,Creeping,Human,,,NW0U,,2021/03/29 00:00:00+00,Type 3 Incident,2021/04/16 17:00:00+00,0,100,0,0,PA,1522,SACC,2021/04/09 18:59:59+00,2021/04/06 00:59:59+00,2021/04/09 18:59:59+00,F,Type 3 IC,CANDY CREEK,"1 mile W of Wolco, 2.5 miles W of Avant, 3.5 miles E of Barnsdall, OK",WF,FI,36.48994,-96.11028,9228,,{F892CE08-AFB7-49E7-BF26-60EAEFCEBB43},,0,1,0,0,0,0,783,100,100,Wolco,Osage,ARAOC,40113,,,,Private,Private,,,,,,,SA03,BIA,OKOSA,US-OK,,,Tall Grass (2.5 feet),Timber (Grass and Understory),13,2021-OKOSA-000783,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/04/22 15:27:30+00,2021/03/31 19:01:12+00,{61C03121-2C11-4718-A026-06E4DF1A2428},1.148745891,-0.007435778
2724,Honey Creek,Wildfire Daily Fire Perimeter,Image Interpretation,1551,2021/05/04 22:55:37+00,2021/05/04 22:55:37+00,2021/03/08 00:59:59+00,1211.162925,{91F88C5D-0082-4DA7-B005-46D69CAF91DC},2021 NIFS,,DEFAULT,1186.68,,,1551,,ARAOC,20000,,,,Minimal,Wind Driven Runs,,,Human,,,NUV3,,2021/03/07 18:59:59+00,Type 4 Incident,,0,100,0,0,,,SACC,2021/03/11 21:00:00+00,2021/03/09 14:00:00+00,2021/03/11 21:00:00+00,F,Type 4 IC,Honey Creek,"6 Miles Southwest of Okmulgee, Oklahoma",WF,FI,,,,,{ED17FAA1-CB0E-4242-8E94-E1D1E05C284B},,0,,,,,0,300060,100,100,,Okmulgee,ARAOC,40111,,,,Private,Private,Indian,,,11,36,13,SA17A,DVF,OKOKS,US-OK,,,Tall Grass (2.5 feet),Hardwood Litter,49,2021-OKOKS-300060,No Decision,ics209,INFORM_Inspector,0,,,,IRWIN,,2021/04/02 16:49:24+00,2021/03/07 23:45:39+00,{3288B241-9093-480C-8B0D-E7509E256017},0.187266305,-0.000487195
2725,Rim 2,Wildfire Daily Fire Perimeter,Auto-generated,0.5,2021/05/17 15:40:31+00,2021/05/17 15:40:31+00,2021/04/02 21:59:59+00,0.28428052,{3FD85C64-831C-40F3-8B30-656E3AA72F39},FFP,,CERTIFIED,,,,0.5,,SDGPC,,,,2021/05/17 15:40:27+00,,,,,Human,Other Human Cause,,NW4C,,2021/04/02 17:00:00+00,,2021/04/02 18:00:00+00,,,,,,,RMCC,,,,,,Rim 2,,WF,FI,,,,2021/04/02 17:03:00+00,{0E792BF5-E0E3-4F06-AFB2-EED6AAD51E69},1,0,1,,,,,26,,,,Oglala Lakota,SDGPC,46102,BIA,SDPRA,,BIA,Federal,,,,,,,RM55,BIA,SDPRA,US-SD,Grass,GR3,,,,2021-SDPRA-000026,No Decision,INFORM_Mobile,INFORM_Inspector,0,,,,IRWIN,,2021/05/17 15:40:29+00,2021/04/02 17:41:49+00,{F922725F-D122-4E29-B73D-56726C2967EC},0.001809533,-1.28E-07
2726,Area 6 North,Wildfire Daily Fire Perimeter,Hand Sketch,3378,2021/05/04 22:51:33+00,2021/05/04 22:51:33+00,2021/01/27 03:30:00+00,3375.357056,{8CE6041C-70B8-4861-BF06-0C7694F41656},2021 NIFS,,DEFAULT,3375.31,,,3378,,FLFIC,25000,,,,Minimal,Creeping,,,Human,,,,,2021/01/26 20:29:59+00,Type 4 Incident,,0,0,100,0,,,SACC,2021/01/31 18:59:59+00,2021/01/31 18:00:00+00,2021/01/31 18:59:59+00,F,Type 4 IC,Area 6 North,"East of Avon Park, FL. North central area of Avon Park Air Force Range lands",WF,FI,,,,,{A92932FB-9F0D-47E6-9B25-83B4CA3A1442},,0,,,,,0,210001,100,100,Avon Park,Polk,FLFIC,12105,,,,DOD,Federal,,,,,,,SA48,USAF,FLAPQ,US-FL,,,Timber (Grass and Understory),Brush (2 feet),13,2021-FLAPQ-210001,No Decision,ics209,INFORM_Inspector,0,,,,IRWIN,,2021/04/02 17:48:10+00,2021/01/29 21:03:46+00,{D524DC57-C571-48FE-855F-50F6E8E377F5},0.155437046,-0.001249516
2729,CW Mount Ida 17,Wildfire Daily Fire Perimeter,Auto-generated,1,2021/03/28 15:44:02+00,2021/04/02 19:05:35+00,2021/03/28 19:15:51+00,1156.09041,{2809E17D-304C-4284-88A5-1095AEDE25DD},2021 NIFS,,DEFAULT,,,,593,1,ARAOC,,,,,,,,,Unknown,,,,,2021/03/28 14:15:52+00,,,,,,,,,SACC,,,,,,CW Mount Ida 17,,RX,FI,34.50549,-93.60992,593,,{1B30E71D-3DA4-4393-A810-23897B66C605},,0,0,0,0,0,,705,,,,Montgomery,ARAOC,5097,FS,AROUF,,,,,,,,,,SA17B,FS,AROUF,US-AR,,,,,,2021-AROUF-000705,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/03/28 22:20:50+00,2021/03/28 15:43:52+00,{800FFDA8-4242-45FA-8479-E09F4D659F24},0.123938141,-0.000459266
2731,142009,Wildfire Daily Fire Perimeter,Hand Sketch,1,2021/05/04 22:56:09+00,2021/05/04 22:56:09+00,2021/03/30 11:50:06+00,1.813835045,{673D55EA-415E-426A-832A-02BB7C2D6012},2021 NIFS,,DEFAULT,1,2021/03/30 07:18:05+00,2021/03/30 07:18:05+00,1,1,MNMNCC,,,,,,,,,Unknown,Investigated but Undetermined,,,,2021/03/30 06:50:06+00,,2021/04/09 17:00:00+00,,,,,,,EACC,,,,,,142009,,WF,FI,,,,2021/03/30 07:10:05+00,{5289D2A9-2DE9-4E4A-A253-9BE2888002D0},,0,,,,,,142009,,,,Cass,MNMNCC,27021,,,,Private,Private,,,,,,,EA01,DNR,MNMNS,US-MN,Timber,,,,,2021-MNMNS-142009,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/04/09 19:39:36+00,2021/03/30 10:46:51+00,{E5B2E3F6-4FDA-4AA1-9D18-75B76E285A1A},0.006196714,-8.63E-07
2734,142007,Wildfire Daily Fire Perimeter,Hand Sketch,0.1,2021/05/04 22:56:09+00,2021/05/04 22:56:09+00,2021/03/30 04:51:42+00,0.008980678,{98180569-E175-44D4-83E9-320C70E0723F},2021 NIFS,,DEFAULT,,2021/03/30 00:23:00+00,2021/03/30 00:23:00+00,0.1,0.1,MNMNCC,,,,,,,,,Unknown,Cause and Origin Not Identified,,,,2021/03/29 23:51:43+00,,2021/04/02 17:00:00+00,,,,,,,EACC,,,,,,142007,,WF,FI,,,,2021/03/30 00:07:00+00,{1460BF6F-D555-453D-8999-E921BE986F9A},,0,,,,,,142007,,,,Crow Wing,MNMNCC,27035,,,,Private,Private,,,,,,,EA01,DNR,MNMNS,US-MN,Grass-Shrub,GS1,,,,2021-MNMNS-142007,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/04/02 19:27:00+00,2021/03/30 10:23:23+00,{7FD105D2-F06E-4E47-9AE4-96D8ADE3213F},0.000307564,-4.26E-09
